order_item_id,order_id,product_id,quantity,unit_price
OI006228,O01347,P044,2,459.43
OI006229,O05676,P011,1,288.91
OI006230,O01341,P039,3,463.69
OI006231,O02063,P001,2,434.87
OI006232,O07350,P034,1,409.57
OI006233,O07050,P026,1,72.75
OI006234,O01976,P025,2,113.89
OI006235,O02389,P019,3,379.83
OI006236,O06758,P015,2,171.09
OI006237,O03431,P012,3,77.76
OI006238,O01050,P022,1,106.63
OI006239,O07819,P028,2,195.09
OI006240,O02926,P004,2,32.68
OI006241,O03099,P044,1,459.43
OI006242,O05314,P017,1,129.35
OI006243,O04288,P025,2,113.89
OI006244,O05505,P027,2,289.15
OI006245,O05337,P034,3,409.57
OI006246,O05193,P027,3,289.15
OI006247,O02766,P040,3,49.2
OI006248,O07003,P037,3,33.11
OI006249,O03458,P032,1,332.9
OI006250,O02412,P035,2,460.91
OI006251,O01143,P030,3,307.18
OI006252,O03918,P003,2,118.59
OI006253,O07906,P029,1,236.35
OI006254,O05443,P016,1,181.07
OI006255,O01901,P044,1,459.43
OI006256,O04412,P012,1,77.76
OI006257,O01136,P023,2,48.88
OI006258,O06748,P043,2,168.2
OI006259,O04618,P017,3,129.35
OI006260,O06783,P033,1,148.91
OI006261,O03176,P025,3,113.89
OI006262,O07359,P032,2,332.9
OI006263,O07341,P009,1,385.0
OI006264,O03749,P019,2,379.83
OI006265,O06925,P005,2,87.63
OI006266,O02086,P016,1,181.07
OI006267,O03960,P016,1,181.07
OI006268,O00866,P035,2,460.91
OI006269,O01274,P045,1,127.95
OI006270,O05735,P008,1,250.99
OI006271,O04737,P031,2,338.07
OI006272,O05218,P038,1,452.1
OI006273,O00637,P016,2,181.07
OI006274,O07314,P050,1,134.82
OI006275,O01896,P001,2,434.87
OI006276,O00342,P015,2,171.09
OI006277,O04789,P044,2,459.43
OI006278,O05785,P020,3,314.35
OI006279,O07468,P016,1,181.07
OI006280,O04697,P018,1,411.57
OI006281,O07323,P036,1,175.07
OI006282,O07415,P014,3,385.11
OI006283,O03887,P003,3,118.59
OI006284,O02512,P047,2,57.61
OI006285,O07127,P038,1,452.1
OI006286,O06603,P030,3,307.18
OI006287,O07212,P003,2,118.59
OI006288,O02883,P015,1,171.09
OI006289,O05018,P048,1,148.8
OI006290,O06823,P014,1,385.11
OI006291,O07316,P027,2,289.15
OI006292,O01437,P037,2,33.11
OI006293,O06465,P022,2,106.63
OI006294,O06192,P042,3,412.79
OI006295,O05482,P026,3,72.75
OI006296,O06713,P002,1,108.31
OI006297,O00547,P021,1,138.44
OI006298,O07024,P021,2,138.44
OI006299,O06467,P045,3,127.95
OI006300,O05561,P016,3,181.07
OI006301,O05113,P019,1,379.83
OI006302,O01622,P006,1,150.34
OI006303,O07828,P022,2,106.63
OI006304,O03060,P048,3,148.8
OI006305,O06673,P009,3,385.0
OI006306,O06450,P033,3,148.91
OI006307,O07449,P037,2,33.11
OI006308,O05817,P044,3,459.43
OI006309,O03231,P023,3,48.88
OI006310,O00485,P023,2,48.88
OI006311,O02380,P044,3,459.43
OI006312,O04165,P025,3,113.89
OI006313,O04945,P038,3,452.1
OI006314,O02151,P018,1,411.57
OI006315,O03662,P021,1,138.44
OI006316,O07058,P017,2,129.35
OI006317,O02774,P047,3,57.61
OI006318,O00560,P036,1,175.07
OI006319,O06025,P009,2,385.0
OI006320,O01702,P037,2,33.11
OI006321,O05864,P036,3,175.07
OI006322,O06730,P035,1,460.91
OI006323,O00393,P050,2,134.82
OI006324,O05888,P047,3,57.61
OI006325,O06415,P031,1,338.07
OI006326,O01326,P020,2,314.35
OI006327,O05941,P030,1,307.18
OI006328,O00717,P027,3,289.15
OI006329,O00836,P019,1,379.83
OI006330,O07107,P020,2,314.35
OI006331,O03912,P040,1,49.2
OI006332,O06329,P025,2,113.89
OI006333,O06742,P008,1,250.99
OI006334,O07151,P041,2,27.35
OI006335,O07959,P019,1,379.83
OI006336,O04748,P016,2,181.07
OI006337,O07328,P017,1,129.35
OI006338,O03556,P025,3,113.89
OI006339,O05517,P047,3,57.61
OI006340,O01917,P021,3,138.44
OI006341,O01182,P045,1,127.95
OI006342,O06691,P042,2,412.79
OI006343,O02182,P001,1,434.87
OI006344,O07526,P044,2,459.43
OI006345,O01021,P003,2,118.59
OI006346,O04671,P008,1,250.99
OI006347,O06226,P032,1,332.9
OI006348,O05478,P035,2,460.91
OI006349,O01779,P034,1,409.57
OI006350,O02718,P049,2,487.24
OI006351,O03561,P017,2,129.35
OI006352,O02109,P006,1,150.34
OI006353,O02169,P049,2,487.24
OI006354,O01461,P039,1,463.69
OI006355,O04554,P010,1,256.1
OI006356,O03693,P012,3,77.76
OI006357,O01910,P023,3,48.88
OI006358,O03991,P027,3,289.15
OI006359,O07273,P015,3,171.09
OI006360,O01887,P033,3,148.91
OI006361,O07422,P016,1,181.07
OI006362,O07301,P040,1,49.2
OI006363,O00589,P016,3,181.07
OI006364,O00201,P017,1,129.35
OI006365,O07945,P019,1,379.83
OI006366,O04276,P047,3,57.61
OI006367,O04125,P006,2,150.34
OI006368,O07738,P050,2,134.82
OI006369,O03351,P009,3,385.0
OI006370,O05364,P034,2,409.57
OI006371,O03999,P005,3,87.63
OI006372,O03145,P033,3,148.91
OI006373,O03264,P004,3,32.68
OI006374,O01290,P043,1,168.2
OI006375,O00362,P048,3,148.8
OI006376,O00193,P026,2,72.75
OI006377,O04489,P005,1,87.63
OI006378,O01883,P018,3,411.57
OI006379,O00303,P031,3,338.07
OI006380,O05567,P045,2,127.95
OI006381,O01495,P006,3,150.34
OI006382,O01767,P047,2,57.61
OI006383,O06365,P034,3,409.57
OI006384,O05129,P014,2,385.11
OI006385,O06033,P049,3,487.24
OI006386,O03250,P048,3,148.8
OI006387,O02729,P033,3,148.91
OI006388,O06753,P038,2,452.1
OI006389,O01094,P008,1,250.99
OI006390,O01076,P028,1,195.09
OI006391,O07808,P011,2,288.91
OI006392,O03838,P001,2,434.87
OI006393,O03883,P049,2,487.24
OI006394,O01153,P040,2,49.2
OI006395,O05414,P032,2,332.9
OI006396,O00594,P010,1,256.1
OI006397,O03011,P004,1,32.68
OI006398,O00940,P041,3,27.35
OI006399,O06068,P031,2,338.07
OI006400,O02869,P039,3,463.69
OI006401,O04515,P046,1,434.05
OI006402,O05874,P010,3,256.1
OI006403,O00949,P038,1,452.1
OI006404,O06428,P012,2,77.76
OI006405,O05373,P016,1,181.07
OI006406,O05059,P048,2,148.8
OI006407,O06673,P016,3,181.07
OI006408,O07241,P016,1,181.07
OI006409,O07210,P046,2,434.05
OI006410,O06057,P046,2,434.05
OI006411,O03978,P010,3,256.1
OI006412,O04423,P005,2,87.63
OI006413,O02945,P039,2,463.69
OI006414,O00764,P009,2,385.0
OI006415,O07428,P020,2,314.35
OI006416,O05289,P011,3,288.91
OI006417,O04265,P012,3,77.76
OI006418,O07965,P011,1,288.91
OI006419,O04638,P027,1,289.15
OI006420,O06572,P039,1,463.69
OI006421,O04693,P024,1,46.67
OI006422,O03908,P031,3,338.07
OI006423,O03883,P028,3,195.09
OI006424,O00049,P040,3,49.2
OI006425,O06492,P018,2,411.57
OI006426,O04987,P006,3,150.34
OI006427,O05796,P049,1,487.24
OI006428,O04588,P043,2,168.2
OI006429,O02968,P019,2,379.83
OI006430,O01044,P002,2,108.31
OI006431,O05054,P024,1,46.67
OI006432,O06658,P039,1,463.69
OI006433,O07409,P004,1,32.68
OI006434,O00483,P017,2,129.35
OI006435,O07910,P027,3,289.15
OI006436,O03709,P033,3,148.91
OI006437,O03679,P014,2,385.11
OI006438,O07951,P005,2,87.63
OI006439,O07447,P003,2,118.59
OI006440,O03073,P018,2,411.57
OI006441,O07083,P013,2,393.87
OI006442,O05352,P024,2,46.67
OI006443,O04903,P044,2,459.43
OI006444,O02972,P049,3,487.24
OI006445,O01299,P021,3,138.44
OI006446,O00942,P016,2,181.07
OI006447,O01201,P037,1,33.11
OI006448,O06250,P042,3,412.79
OI006449,O01081,P044,3,459.43
OI006450,O05911,P048,1,148.8
OI006451,O00479,P006,1,150.34
OI006452,O00903,P022,1,106.63
OI006453,O00288,P038,3,452.1
OI006454,O07646,P003,2,118.59
OI006455,O01080,P007,3,367.49
OI006456,O00602,P021,2,138.44
OI006457,O05463,P015,1,171.09
OI006458,O02091,P047,2,57.61
OI006459,O05965,P016,3,181.07
OI006460,O03202,P001,1,434.87
OI006461,O04281,P021,2,138.44
OI006462,O02695,P036,1,175.07
OI006463,O06952,P002,3,108.31
OI006464,O01096,P003,3,118.59
OI006465,O02109,P033,3,148.91
OI006466,O02851,P050,2,134.82
OI006467,O04326,P037,3,33.11
OI006468,O05478,P011,1,288.91
OI006469,O01959,P010,3,256.1
OI006470,O01640,P003,2,118.59
OI006471,O01407,P038,1,452.1
OI006472,O06960,P022,2,106.63
OI006473,O05145,P014,3,385.11
OI006474,O04348,P044,1,459.43
OI006475,O01918,P007,3,367.49
OI006476,O06965,P006,3,150.34
OI006477,O03921,P001,2,434.87
OI006478,O04283,P034,1,409.57
OI006479,O04360,P040,3,49.2
OI006480,O02400,P037,3,33.11
OI006481,O06037,P037,1,33.11
OI006482,O05952,P007,3,367.49
OI006483,O04500,P010,1,256.1
OI006484,O05463,P034,1,409.57
OI006485,O04904,P010,3,256.1
OI006486,O02797,P039,1,463.69
OI006487,O06341,P018,3,411.57
OI006488,O07409,P041,1,27.35
OI006489,O03857,P003,1,118.59
OI006490,O05530,P017,2,129.35
OI006491,O07051,P002,2,108.31
OI006492,O02914,P037,1,33.11
OI006493,O07737,P029,2,236.35
OI006494,O00260,P035,1,460.91
OI006495,O06867,P013,2,393.87
OI006496,O01790,P026,1,72.75
OI006497,O02797,P023,3,48.88
OI006498,O00909,P048,1,148.8
OI006499,O06664,P003,1,118.59
OI006500,O05749,P004,3,32.68
OI006501,O01764,P027,1,289.15
OI006502,O02232,P014,2,385.11
OI006503,O04066,P046,2,434.05
OI006504,O06086,P002,3,108.31
OI006505,O00075,P042,1,412.79
OI006506,O05071,P045,1,127.95
OI006507,O04392,P048,2,148.8
OI006508,O00650,P007,1,367.49
OI006509,O04261,P007,3,367.49
OI006510,O02420,P036,1,175.07
OI006511,O00014,P049,2,487.24
OI006512,O03601,P028,1,195.09
OI006513,O07316,P027,1,289.15
OI006514,O01516,P005,1,87.63
OI006515,O01783,P013,1,393.87
OI006516,O05339,P026,2,72.75
OI006517,O01718,P012,2,77.76
OI006518,O05516,P009,3,385.0
OI006519,O06423,P036,1,175.07
OI006520,O04294,P023,3,48.88
OI006521,O07058,P042,1,412.79
OI006522,O00849,P002,2,108.31
OI006523,O03351,P017,2,129.35
OI006524,O00034,P034,3,409.57
OI006525,O03610,P003,1,118.59
OI006526,O03927,P039,1,463.69
OI006527,O07350,P032,2,332.9
OI006528,O05016,P006,1,150.34
OI006529,O05591,P049,2,487.24
OI006530,O01043,P009,2,385.0
OI006531,O02239,P038,3,452.1
OI006532,O05501,P024,2,46.67
OI006533,O02637,P012,3,77.76
OI006534,O07727,P013,3,393.87
OI006535,O00588,P050,2,134.82
OI006536,O06576,P029,2,236.35
OI006537,O05627,P015,1,171.09
OI006538,O01249,P011,2,288.91
OI006539,O05855,P043,3,168.2
OI006540,O07267,P020,2,314.35
OI006541,O07439,P035,1,460.91
OI006542,O06297,P021,3,138.44
OI006543,O04277,P017,1,129.35
OI006544,O06206,P012,1,77.76
OI006545,O00810,P010,3,256.1
OI006546,O00241,P001,1,434.87
OI006547,O01292,P006,3,150.34
OI006548,O05775,P030,1,307.18
OI006549,O06749,P040,1,49.2
OI006550,O07588,P005,3,87.63
OI006551,O00177,P019,3,379.83
OI006552,O05679,P009,1,385.0
OI006553,O00448,P037,3,33.11
OI006554,O01457,P019,3,379.83
OI006555,O01824,P016,3,181.07
OI006556,O00598,P004,1,32.68
OI006557,O02977,P032,1,332.9
OI006558,O05675,P045,3,127.95
OI006559,O01304,P011,3,288.91
OI006560,O04197,P005,1,87.63
OI006561,O01155,P026,2,72.75
OI006562,O04395,P026,1,72.75
OI006563,O07309,P020,1,314.35
OI006564,O05801,P048,2,148.8
OI006565,O04638,P016,1,181.07
OI006566,O06563,P017,1,129.35
OI006567,O03908,P043,1,168.2
OI006568,O07634,P026,3,72.75
OI006569,O04043,P008,2,250.99
OI006570,O03453,P026,1,72.75
OI006571,O01174,P024,3,46.67
OI006572,O04273,P038,1,452.1
OI006573,O01306,P050,3,134.82
OI006574,O07765,P014,3,385.11
OI006575,O00259,P015,3,171.09
OI006576,O01279,P025,3,113.89
OI006577,O00124,P032,3,332.9
OI006578,O00326,P014,1,385.11
OI006579,O04618,P035,1,460.91
OI006580,O00916,P044,1,459.43
OI006581,O04633,P027,1,289.15
OI006582,O06750,P013,1,393.87
OI006583,O07584,P030,3,307.18
OI006584,O00696,P028,3,195.09
OI006585,O06105,P002,3,108.31
OI006586,O07005,P018,3,411.57
OI006587,O01213,P048,1,148.8
OI006588,O00444,P012,1,77.76
OI006589,O01004,P046,3,434.05
OI006590,O05094,P035,1,460.91
OI006591,O07800,P023,2,48.88
OI006592,O06886,P034,3,409.57
OI006593,O06675,P005,1,87.63
OI006594,O05801,P013,1,393.87
OI006595,O04433,P041,3,27.35
OI006596,O06502,P035,1,460.91
OI006597,O00391,P027,2,289.15
OI006598,O07159,P044,2,459.43
OI006599,O04698,P037,1,33.11
OI006600,O00334,P001,3,434.87
OI006601,O00221,P009,3,385.0
OI006602,O02479,P017,3,129.35
OI006603,O05368,P032,3,332.9
OI006604,O02426,P006,3,150.34
OI006605,O03360,P025,3,113.89
OI006606,O04193,P008,1,250.99
OI006607,O01012,P035,2,460.91
OI006608,O05417,P044,1,459.43
OI006609,O00825,P012,2,77.76
OI006610,O02203,P033,2,148.91
OI006611,O01158,P034,3,409.57
OI006612,O05229,P033,3,148.91
OI006613,O04289,P035,1,460.91
OI006614,O03671,P050,3,134.82
OI006615,O07060,P050,3,134.82
OI006616,O04198,P048,1,148.8
OI006617,O01304,P025,3,113.89
OI006618,O01958,P034,1,409.57
OI006619,O07777,P016,2,181.07
OI006620,O01549,P048,2,148.8
OI006621,O05951,P013,3,393.87
OI006622,O04535,P036,1,175.07
OI006623,O07566,P017,3,129.35
OI006624,O01223,P005,1,87.63
OI006625,O02561,P024,3,46.67
OI006626,O04451,P017,1,129.35
OI006627,O07544,P012,3,77.76
OI006628,O02779,P042,1,412.79
OI006629,O01159,P027,2,289.15
OI006630,O00427,P050,1,134.82
OI006631,O00170,P026,3,72.75
OI006632,O03421,P015,2,171.09
OI006633,O00590,P014,2,385.11
OI006634,O04180,P033,3,148.91
OI006635,O03357,P026,2,72.75
OI006636,O01864,P047,2,57.61
OI006637,O06692,P025,2,113.89
OI006638,O07951,P006,2,150.34
OI006639,O05145,P003,2,118.59
OI006640,O00429,P033,3,148.91
OI006641,O01116,P026,1,72.75
OI006642,O03431,P042,1,412.79
OI006643,O01213,P011,2,288.91
OI006644,O01929,P033,3,148.91
OI006645,O04036,P030,1,307.18
OI006646,O03501,P047,2,57.61
OI006647,O05132,P035,2,460.91
OI006648,O03528,P017,1,129.35
OI006649,O04235,P019,1,379.83
OI006650,O03492,P025,2,113.89
OI006651,O07605,P012,2,77.76
OI006652,O06347,P013,2,393.87
OI006653,O00758,P002,1,108.31
OI006654,O04305,P050,2,134.82
OI006655,O00747,P005,1,87.63
OI006656,O07795,P037,3,33.11
OI006657,O02673,P013,3,393.87
OI006658,O03667,P045,2,127.95
OI006659,O04033,P001,2,434.87
OI006660,O01715,P028,3,195.09
OI006661,O04407,P049,2,487.24
OI006662,O04781,P011,3,288.91
OI006663,O04867,P049,1,487.24
OI006664,O02149,P017,1,129.35
OI006665,O07900,P005,1,87.63
OI006666,O02630,P016,3,181.07
OI006667,O07865,P027,2,289.15
OI006668,O02763,P001,2,434.87
OI006669,O07724,P005,3,87.63
OI006670,O02816,P049,2,487.24
OI006671,O07717,P021,3,138.44
OI006672,O06195,P036,1,175.07
OI006673,O06803,P031,2,338.07
OI006674,O07760,P032,1,332.9
OI006675,O05829,P007,2,367.49
OI006676,O07772,P003,3,118.59
OI006677,O06561,P035,3,460.91
OI006678,O02998,P012,2,77.76
OI006679,O03714,P048,3,148.8
OI006680,O06050,P010,2,256.1
OI006681,O01430,P012,2,77.76
OI006682,O01600,P010,2,256.1
OI006683,O05168,P026,3,72.75
OI006684,O05892,P047,2,57.61
OI006685,O06609,P021,2,138.44
OI006686,O06681,P007,3,367.49
OI006687,O03702,P009,3,385.0
OI006688,O04744,P022,2,106.63
OI006689,O07629,P027,1,289.15
OI006690,O07491,P018,1,411.57
OI006691,O04641,P015,3,171.09
OI006692,O01301,P045,2,127.95
OI006693,O05479,P035,2,460.91
OI006694,O03670,P032,3,332.9
OI006695,O03351,P046,2,434.05
OI006696,O05008,P030,3,307.18
OI006697,O06129,P016,3,181.07
OI006698,O02335,P032,1,332.9
OI006699,O02010,P003,2,118.59
OI006700,O03678,P041,3,27.35
OI006701,O02689,P014,2,385.11
OI006702,O06282,P025,2,113.89
OI006703,O06401,P027,2,289.15
OI006704,O00076,P028,2,195.09
OI006705,O07822,P026,3,72.75
OI006706,O06613,P001,2,434.87
OI006707,O05793,P007,2,367.49
OI006708,O05617,P030,1,307.18
OI006709,O01181,P033,1,148.91
OI006710,O01312,P028,3,195.09
OI006711,O04995,P018,2,411.57
OI006712,O02723,P024,3,46.67
OI006713,O05459,P035,2,460.91
OI006714,O05310,P007,3,367.49
OI006715,O07716,P046,3,434.05
OI006716,O00555,P037,3,33.11
OI006717,O01179,P002,2,108.31
OI006718,O05600,P003,3,118.59
OI006719,O06771,P035,3,460.91
OI006720,O06229,P020,1,314.35
OI006721,O07464,P023,2,48.88
OI006722,O02977,P017,2,129.35
OI006723,O04758,P020,2,314.35
OI006724,O03843,P014,1,385.11
OI006725,O05493,P019,1,379.83
OI006726,O05679,P011,1,288.91
OI006727,O00866,P017,2,129.35
OI006728,O04865,P037,3,33.11
OI006729,O06922,P008,1,250.99
OI006730,O06173,P011,1,288.91
OI006731,O02480,P012,1,77.76
OI006732,O05999,P038,1,452.1
OI006733,O00575,P039,2,463.69
OI006734,O02258,P029,1,236.35
OI006735,O00545,P025,2,113.89
OI006736,O00862,P038,1,452.1
OI006737,O00222,P016,3,181.07
OI006738,O01341,P002,3,108.31
OI006739,O06012,P049,1,487.24
OI006740,O02547,P026,3,72.75
OI006741,O04243,P021,2,138.44
OI006742,O01899,P021,1,138.44
OI006743,O00605,P040,1,49.2
OI006744,O03881,P012,3,77.76
OI006745,O06471,P038,3,452.1
OI006746,O03219,P041,3,27.35
OI006747,O04996,P042,1,412.79
OI006748,O01043,P027,1,289.15
OI006749,O06447,P044,3,459.43
OI006750,O05239,P033,2,148.91
OI006751,O01951,P049,1,487.24
OI006752,O02029,P006,3,150.34
OI006753,O00714,P039,2,463.69
OI006754,O06815,P045,3,127.95
OI006755,O00426,P039,1,463.69
OI006756,O02663,P006,2,150.34
OI006757,O03750,P006,3,150.34
OI006758,O04313,P045,1,127.95
OI006759,O07087,P016,1,181.07
OI006760,O04472,P017,2,129.35
OI006761,O05369,P015,2,171.09
OI006762,O00372,P009,3,385.0
OI006763,O05999,P020,2,314.35
OI006764,O03486,P003,3,118.59
OI006765,O07749,P040,1,49.2
OI006766,O04061,P004,2,32.68
OI006767,O05572,P026,3,72.75
OI006768,O01205,P002,1,108.31
OI006769,O01502,P027,3,289.15
OI006770,O07429,P032,1,332.9
OI006771,O05752,P019,3,379.83
OI006772,O00410,P044,2,459.43
OI006773,O00043,P017,3,129.35
OI006774,O02653,P004,3,32.68
OI006775,O02939,P028,2,195.09
OI006776,O03638,P049,2,487.24
OI006777,O05889,P029,2,236.35
OI006778,O03553,P016,2,181.07
OI006779,O03004,P012,2,77.76
OI006780,O06532,P010,1,256.1
OI006781,O06454,P010,1,256.1
OI006782,O07199,P028,3,195.09
OI006783,O05721,P033,2,148.91
OI006784,O05824,P017,2,129.35
OI006785,O06706,P035,3,460.91
OI006786,O06365,P042,3,412.79
OI006787,O07517,P009,1,385.0
OI006788,O03146,P001,1,434.87
OI006789,O04250,P046,1,434.05
OI006790,O03313,P030,3,307.18
OI006791,O05509,P011,1,288.91
OI006792,O04612,P049,2,487.24
OI006793,O02594,P007,1,367.49
OI006794,O06741,P029,1,236.35
OI006795,O02087,P023,3,48.88
OI006796,O01984,P048,3,148.8
OI006797,O01355,P044,1,459.43
OI006798,O02436,P023,1,48.88
OI006799,O02494,P010,2,256.1
OI006800,O02009,P021,3,138.44
OI006801,O00549,P014,2,385.11
OI006802,O07279,P014,1,385.11
OI006803,O06879,P029,3,236.35
OI006804,O05098,P017,3,129.35
OI006805,O01031,P036,1,175.07
OI006806,O05731,P046,1,434.05
OI006807,O04208,P035,3,460.91
OI006808,O01892,P040,1,49.2
OI006809,O00644,P005,3,87.63
OI006810,O01368,P011,2,288.91
OI006811,O01904,P019,2,379.83
OI006812,O01377,P033,2,148.91
OI006813,O06966,P050,3,134.82
OI006814,O01427,P034,3,409.57
OI006815,O03317,P005,3,87.63
OI006816,O03862,P009,3,385.0
OI006817,O03442,P017,2,129.35
OI006818,O04519,P010,3,256.1
OI006819,O00156,P034,1,409.57
OI006820,O07531,P037,3,33.11
OI006821,O05771,P033,3,148.91
OI006822,O02721,P006,1,150.34
OI006823,O05659,P003,1,118.59
OI006824,O04714,P036,2,175.07
OI006825,O05545,P002,1,108.31
OI006826,O04345,P016,2,181.07
OI006827,O04232,P012,1,77.76
OI006828,O00552,P001,3,434.87
OI006829,O00854,P014,1,385.11
OI006830,O02491,P007,1,367.49
OI006831,O01398,P035,2,460.91
OI006832,O05748,P050,2,134.82
OI006833,O06787,P004,2,32.68
OI006834,O06943,P006,2,150.34
OI006835,O03270,P042,2,412.79
OI006836,O06010,P027,3,289.15
OI006837,O01863,P018,1,411.57
OI006838,O06866,P045,3,127.95
OI006839,O06046,P033,2,148.91
OI006840,O05362,P018,1,411.57
OI006841,O00678,P010,1,256.1
OI006842,O07189,P040,2,49.2
OI006843,O00099,P017,2,129.35
OI006844,O01249,P001,2,434.87
OI006845,O07087,P032,3,332.9
OI006846,O03812,P041,2,27.35
OI006847,O04711,P024,3,46.67
OI006848,O03276,P005,2,87.63
OI006849,O07443,P005,2,87.63
OI006850,O06284,P038,1,452.1
OI006851,O06659,P024,3,46.67
OI006852,O02768,P007,1,367.49
OI006853,O04013,P029,1,236.35
OI006854,O05145,P013,1,393.87
OI006855,O06848,P008,1,250.99
OI006856,O06450,P047,1,57.61
OI006857,O04476,P012,1,77.76
OI006858,O03966,P025,2,113.89
OI006859,O04607,P015,1,171.09
OI006860,O03308,P024,1,46.67
OI006861,O01541,P026,1,72.75
OI006862,O06515,P049,1,487.24
OI006863,O01947,P027,2,289.15
OI006864,O03058,P021,3,138.44
OI006865,O06961,P021,3,138.44
OI006866,O02603,P047,2,57.61
OI006867,O04320,P036,2,175.07
OI006868,O04676,P036,3,175.07
OI006869,O02713,P022,1,106.63
OI006870,O00130,P001,1,434.87
OI006871,O00605,P026,3,72.75
OI006872,O07506,P039,2,463.69
OI006873,O04008,P048,2,148.8
OI006874,O03793,P006,1,150.34
OI006875,O01174,P008,3,250.99
OI006876,O03631,P033,1,148.91
OI006877,O01878,P010,3,256.1
OI006878,O05047,P047,3,57.61
OI006879,O06107,P024,2,46.67
OI006880,O04194,P001,1,434.87
OI006881,O04561,P004,3,32.68
OI006882,O06970,P011,2,288.91
OI006883,O07925,P013,2,393.87
OI006884,O01287,P045,2,127.95
OI006885,O02258,P017,1,129.35
OI006886,O06550,P017,1,129.35
OI006887,O00504,P032,1,332.9
OI006888,O02057,P024,2,46.67
OI006889,O04748,P047,3,57.61
OI006890,O05563,P037,1,33.11
OI006891,O07770,P005,3,87.63
OI006892,O05293,P008,1,250.99
OI006893,O03324,P015,1,171.09
OI006894,O05528,P011,2,288.91
OI006895,O03976,P036,1,175.07
OI006896,O03787,P034,1,409.57
OI006897,O07303,P028,3,195.09
OI006898,O04220,P037,2,33.11
OI006899,O03500,P047,1,57.61
OI006900,O00981,P013,2,393.87
OI006901,O05538,P011,3,288.91
OI006902,O06544,P032,1,332.9
OI006903,O06925,P020,1,314.35
OI006904,O05946,P014,3,385.11
OI006905,O05613,P016,2,181.07
OI006906,O04105,P030,2,307.18
OI006907,O06338,P039,3,463.69
OI006908,O00272,P045,2,127.95
OI006909,O06646,P004,1,32.68
OI006910,O04693,P042,1,412.79
OI006911,O04162,P023,2,48.88
OI006912,O02913,P041,1,27.35
OI006913,O05327,P044,3,459.43
OI006914,O06104,P007,1,367.49
OI006915,O06714,P005,2,87.63
OI006916,O06257,P020,1,314.35
OI006917,O05839,P005,3,87.63
OI006918,O06130,P020,3,314.35
OI006919,O03869,P009,1,385.0
OI006920,O01955,P033,2,148.91
OI006921,O01610,P009,2,385.0
OI006922,O00875,P041,2,27.35
OI006923,O01717,P049,1,487.24
OI006924,O06612,P020,1,314.35
OI006925,O03819,P037,3,33.11
OI006926,O01952,P007,2,367.49
OI006927,O07102,P021,3,138.44
OI006928,O07302,P007,1,367.49
OI006929,O01438,P049,2,487.24
OI006930,O02514,P037,3,33.11
OI006931,O00028,P044,1,459.43
OI006932,O05210,P045,3,127.95
OI006933,O07383,P047,2,57.61
OI006934,O01034,P003,2,118.59
OI006935,O01508,P018,1,411.57
OI006936,O00747,P030,3,307.18
OI006937,O06597,P004,2,32.68
OI006938,O05296,P013,2,393.87
OI006939,O03612,P006,3,150.34
OI006940,O03798,P041,2,27.35
OI006941,O07280,P032,2,332.9
OI006942,O05766,P040,3,49.2
OI006943,O05248,P012,2,77.76
OI006944,O06478,P041,1,27.35
OI006945,O06114,P001,2,434.87
OI006946,O05991,P045,1,127.95
OI006947,O05756,P044,2,459.43
OI006948,O00170,P049,3,487.24
OI006949,O00618,P010,3,256.1
OI006950,O06083,P019,1,379.83
OI006951,O04653,P040,3,49.2
OI006952,O05714,P017,1,129.35
OI006953,O05920,P049,3,487.24
OI006954,O00716,P041,3,27.35
OI006955,O02887,P016,3,181.07
OI006956,O07640,P031,3,338.07
OI006957,O06227,P043,3,168.2
OI006958,O06135,P034,2,409.57
OI006959,O03159,P019,1,379.83
OI006960,O06015,P043,1,168.2
OI006961,O05765,P002,1,108.31
OI006962,O01950,P030,2,307.18
OI006963,O04318,P049,3,487.24
OI006964,O00229,P023,2,48.88
OI006965,O07945,P008,3,250.99
OI006966,O04966,P024,3,46.67
OI006967,O04098,P021,3,138.44
OI006968,O00774,P010,3,256.1
OI006969,O02426,P046,3,434.05
OI006970,O01104,P025,2,113.89
OI006971,O05808,P047,3,57.61
OI006972,O01948,P019,2,379.83
OI006973,O03976,P009,3,385.0
OI006974,O06983,P044,3,459.43
OI006975,O00212,P015,1,171.09
OI006976,O01525,P021,1,138.44
OI006977,O01282,P043,1,168.2
OI006978,O06984,P030,3,307.18
OI006979,O02404,P036,2,175.07
OI006980,O02807,P014,3,385.11
OI006981,O01363,P039,2,463.69
OI006982,O00668,P031,1,338.07
OI006983,O02931,P014,3,385.11
OI006984,O07332,P009,1,385.0
OI006985,O01874,P026,3,72.75
OI006986,O00957,P026,3,72.75
OI006987,O05600,P008,1,250.99
OI006988,O01829,P002,3,108.31
OI006989,O05225,P017,2,129.35
OI006990,O06890,P049,1,487.24
OI006991,O06303,P012,2,77.76
OI006992,O01168,P012,3,77.76
OI006993,O04028,P043,1,168.2
OI006994,O04667,P011,3,288.91
OI006995,O05141,P037,3,33.11
OI006996,O06454,P013,1,393.87
OI006997,O07629,P014,1,385.11
OI006998,O02098,P009,1,385.0
OI006999,O06846,P043,3,168.2
OI007000,O03378,P031,1,338.07
OI007001,O03032,P028,2,195.09
OI007002,O07057,P006,2,150.34
OI007003,O03622,P018,2,411.57
