order_id,user_id,order_date,order_status,total_amount,items_count
O02128,U09925,2024-12-08 00:00:00,cancelled,821.84,6
O02129,U07834,2024-04-25 00:00:00,completed,1211.31,2
O02130,U08720,2024-05-21 00:00:00,cancelled,1219.29,5
O02131,U09038,2024-12-01 00:00:00,completed,1924.45,7
O02132,U09109,2024-04-04 00:00:00,completed,1375.72,7
O02133,U08630,2024-02-12 00:00:00,refunded,1097.06,4
O02134,U06535,2024-11-10 00:00:00,cancelled,468.62,7
O02135,U07538,2024-02-18 00:00:00,completed,972.86,2
O02136,U00906,2024-06-18 00:00:00,completed,1264.99,4
O02137,U05161,2024-07-20 00:00:00,pending,1910.13,4
O02138,U09592,2024-04-14 00:00:00,completed,815.11,6
O02139,U09427,2024-12-08 00:00:00,completed,974.11,1
O02140,U09299,2024-07-17 00:00:00,completed,1020.93,1
O02141,U08346,2024-07-06 00:00:00,refunded,1913.42,7
O02142,U07053,2024-09-24 00:00:00,cancelled,1671.42,6
O02143,U06888,2024-08-24 00:00:00,refunded,783.16,2
O02144,U00005,2024-08-30 00:00:00,completed,1631.69,1
O02145,U06238,2024-01-08 00:00:00,cancelled,207.28,5
O02146,U03591,2024-02-12 00:00:00,completed,1108.09,4
O02147,U07893,2024-11-12 00:00:00,completed,341.05,6
O02148,U02185,2024-06-03 00:00:00,completed,437.73,1
O02149,U04039,2024-09-10 00:00:00,completed,453.47,7
O02150,U05684,2024-07-19 00:00:00,completed,1656.58,3
O02151,U06924,2024-12-11 00:00:00,completed,1153.99,4
O02152,U03017,2024-11-29 00:00:00,cancelled,440.76,2
O02153,U03362,2024-01-30 00:00:00,completed,540.41,6
O02154,U06700,2024-02-10 00:00:00,completed,78.93,7
O02155,U09615,2024-01-20 00:00:00,pending,405.53,6
O02156,U03847,2024-06-23 00:00:00,cancelled,1324.66,1
O02157,U05802,2024-09-27 00:00:00,completed,501.45,2
O02158,U08507,2024-11-18 00:00:00,completed,1775.69,3
O02159,U00574,2024-12-16 00:00:00,completed,167.62,7
O02160,U07110,2024-07-03 00:00:00,completed,122.58,3
O02161,U04459,2024-04-02 00:00:00,completed,302.52,7
O02162,U02096,2024-02-28 00:00:00,completed,1188.34,3
O02163,U09475,2024-05-30 00:00:00,refunded,1518.28,7
O02164,U05322,2024-05-29 00:00:00,cancelled,280.51,3
O02165,U00177,2024-11-16 00:00:00,completed,1489.68,1
O02166,U05620,2024-09-23 00:00:00,completed,1891.98,2
O02167,U04739,2024-08-28 00:00:00,completed,85.98,5
O02168,U05217,2024-07-25 00:00:00,completed,1583.32,3
O02169,U06786,2024-10-26 00:00:00,pending,1418.79,4
O02170,U06172,2024-05-17 00:00:00,completed,149.45,6
O02171,U04023,2024-01-16 00:00:00,completed,808.9,4
O02172,U09714,2024-10-02 00:00:00,completed,1223.33,4
O02173,U00529,2024-01-07 00:00:00,completed,927.17,3
O02174,U03457,2024-08-10 00:00:00,cancelled,1602.54,4
O02175,U09832,2024-08-27 00:00:00,completed,1180.74,6
O02176,U02744,2024-01-28 00:00:00,pending,1265.12,6
O02177,U05450,2024-07-02 00:00:00,completed,1956.97,4
O02178,U00609,2024-12-26 00:00:00,completed,793.08,4
O02179,U03716,2024-04-12 00:00:00,completed,1311.12,3
O02180,U03620,2024-04-29 00:00:00,completed,1054.58,1
O02181,U02305,2024-06-07 00:00:00,cancelled,855.97,5
O02182,U03304,2024-12-29 00:00:00,completed,1359.59,2
O02183,U06992,2024-08-11 00:00:00,completed,1758.02,7
O02184,U07536,2024-09-20 00:00:00,completed,971.58,6
O02185,U05918,2024-05-07 00:00:00,cancelled,77.03,2
O02186,U05821,2024-01-23 00:00:00,refunded,123.6,7
O02187,U02195,2024-06-10 00:00:00,completed,1435.9,1
O02188,U08052,2024-07-14 00:00:00,refunded,273.3,6
O02189,U03083,2024-08-22 00:00:00,completed,763.83,6
O02190,U08358,2024-08-29 00:00:00,completed,1529.63,4
O02191,U09128,2024-03-02 00:00:00,completed,1044.19,1
O02192,U03569,2024-01-29 00:00:00,completed,789.54,1
O02193,U00223,2024-07-02 00:00:00,completed,1270.62,2
O02194,U09362,2024-11-30 00:00:00,pending,302.4,6
O02195,U08332,2024-05-19 00:00:00,cancelled,468.44,5
O02196,U04640,2024-08-27 00:00:00,refunded,867.48,5
O02197,U01270,2024-04-23 00:00:00,completed,936.4,6
O02198,U08053,2024-05-16 00:00:00,completed,814.52,4
O02199,U03322,2024-11-29 00:00:00,pending,1259.84,6
O02200,U08245,2024-11-11 00:00:00,completed,1131.68,3
O02201,U07095,2024-08-03 00:00:00,completed,81.05,1
O02202,U00272,2024-09-04 00:00:00,pending,1869.79,4
O02203,U08193,2024-03-31 00:00:00,completed,60.01,4
O02204,U02769,2024-12-06 00:00:00,completed,202.71,2
O02205,U05471,2024-05-09 00:00:00,completed,1078.08,1
O02206,U02372,2024-03-28 00:00:00,completed,370.98,5
O02207,U01072,2024-07-08 00:00:00,cancelled,1189.24,3
O02208,U02571,2024-01-13 00:00:00,cancelled,1126.99,5
O02209,U09085,2024-03-06 00:00:00,cancelled,1610.71,4
O02210,U02097,2024-11-21 00:00:00,pending,1070.72,7
O02211,U09841,2024-03-14 00:00:00,cancelled,372.24,1
O02212,U02289,2024-06-16 00:00:00,pending,1507.66,4
O02213,U01964,2024-12-02 00:00:00,completed,1623.34,2
O02214,U05285,2024-11-15 00:00:00,refunded,1697.2,1
O02215,U08564,2024-07-03 00:00:00,pending,797.62,6
O02216,U04568,2024-12-01 00:00:00,pending,782.61,6
O02217,U04921,2024-01-01 00:00:00,completed,1860.45,2
O02218,U02859,2024-02-05 00:00:00,pending,1633.27,5
O02219,U05225,2024-08-20 00:00:00,completed,1027.09,1
O02220,U05587,2024-02-02 00:00:00,pending,1663.0,5
O02221,U04689,2024-12-12 00:00:00,completed,1059.38,4
O02222,U09458,2024-10-08 00:00:00,completed,1818.45,2
O02223,U02516,2024-05-31 00:00:00,completed,1361.73,3
O02224,U04938,2024-01-17 00:00:00,completed,724.96,4
O02225,U08674,2024-05-10 00:00:00,completed,800.63,6
O02226,U08330,2024-01-02 00:00:00,cancelled,1470.61,6
O02227,U06934,2024-01-06 00:00:00,completed,1016.61,7
O02228,U07626,2024-01-01 00:00:00,cancelled,345.2,7
O02229,U02479,2024-12-19 00:00:00,pending,212.15,5
O02230,U00154,2024-05-30 00:00:00,completed,1535.29,4
O02231,U02128,2024-11-02 00:00:00,completed,89.25,6
O02232,U08635,2024-01-04 00:00:00,completed,1628.3,7
O02233,U09389,2024-09-22 00:00:00,completed,307.68,7
O02234,U03349,2024-06-06 00:00:00,completed,415.22,4
O02235,U01449,2024-01-07 00:00:00,completed,639.31,7
O02236,U06594,2024-09-24 00:00:00,completed,888.0,4
O02237,U09351,2024-06-03 00:00:00,completed,1232.81,7
O02238,U01596,2024-05-14 00:00:00,completed,68.65,3
O02239,U02208,2024-06-09 00:00:00,completed,869.91,6
O02240,U07246,2024-11-11 00:00:00,completed,1856.99,3
O02241,U06493,2024-12-06 00:00:00,completed,551.92,1
O02242,U06198,2024-12-16 00:00:00,completed,699.68,3
O02243,U07628,2024-11-01 00:00:00,refunded,732.15,4
O02244,U05794,2024-02-27 00:00:00,completed,74.41,1
O02245,U09751,2024-11-04 00:00:00,completed,378.37,7
O02246,U00195,2024-01-01 00:00:00,completed,620.37,5
O02247,U08683,2024-01-07 00:00:00,pending,1630.14,2
O02248,U06795,2024-05-23 00:00:00,cancelled,55.18,6
O02249,U01103,2024-01-15 00:00:00,cancelled,1220.87,7
O02250,U06126,2024-12-26 00:00:00,pending,1150.23,6
O02251,U08800,2024-11-01 00:00:00,pending,1621.24,3
O02252,U04473,2024-08-24 00:00:00,completed,1354.99,3
O02253,U03205,2024-06-20 00:00:00,completed,706.16,5
O02254,U00251,2024-12-17 00:00:00,completed,1381.98,3
O02255,U00872,2024-04-14 00:00:00,cancelled,629.96,2
O02256,U08432,2024-07-11 00:00:00,completed,1824.76,6
O02257,U04761,2024-02-07 00:00:00,completed,66.79,3
O02258,U07218,2024-08-09 00:00:00,pending,1066.45,2
O02259,U07408,2024-01-20 00:00:00,completed,787.25,1
O02260,U02959,2024-05-08 00:00:00,cancelled,909.96,7
O02261,U05150,2024-05-11 00:00:00,completed,1029.65,1
O02262,U03807,2024-06-18 00:00:00,completed,1353.82,1
O02263,U00251,2024-12-17 00:00:00,completed,192.68,7
O02264,U04614,2024-03-19 00:00:00,completed,1324.05,6
O02265,U03316,2024-06-13 00:00:00,cancelled,842.08,2
O02266,U00904,2024-02-23 00:00:00,cancelled,1945.73,6
O02267,U09716,2024-10-31 00:00:00,completed,501.37,1
O02268,U03829,2024-05-29 00:00:00,completed,726.17,5
O02269,U01433,2024-07-04 00:00:00,completed,1616.25,2
O02270,U05680,2024-04-01 00:00:00,completed,1629.4,2
O02271,U01802,2024-09-28 00:00:00,completed,1684.91,1
O02272,U09116,2024-03-26 00:00:00,pending,1643.62,1
O02273,U09022,2024-10-01 00:00:00,completed,1093.74,7
O02274,U02417,2024-06-04 00:00:00,completed,164.51,2
O02275,U06288,2024-03-13 00:00:00,pending,1900.66,6
O02276,U07959,2024-10-21 00:00:00,completed,1706.94,1
O02277,U01427,2024-07-05 00:00:00,completed,167.38,7
O02278,U09768,2024-04-07 00:00:00,completed,1602.41,5
O02279,U03581,2024-11-20 00:00:00,completed,1236.38,3
O02280,U01725,2024-01-20 00:00:00,completed,845.79,4
O02281,U03847,2024-08-25 00:00:00,refunded,1098.44,4
O02282,U06420,2024-08-22 00:00:00,pending,1140.46,1
O02283,U02035,2024-11-22 00:00:00,completed,1764.27,3
O02284,U02225,2024-04-30 00:00:00,completed,1872.01,1
O02285,U03648,2024-08-11 00:00:00,completed,134.53,5
O02286,U07343,2024-10-24 00:00:00,completed,1070.98,7
O02287,U05593,2024-10-19 00:00:00,pending,1658.64,4
O02288,U09188,2024-02-07 00:00:00,completed,1530.17,4
O02289,U06430,2024-02-28 00:00:00,completed,583.06,3
O02290,U09745,2024-02-27 00:00:00,completed,434.46,6
O02291,U03248,2024-07-03 00:00:00,refunded,1275.79,4
O02292,U03914,2024-03-20 00:00:00,completed,168.4,6
O02293,U05132,2024-03-08 00:00:00,refunded,84.44,6
O02294,U01315,2024-11-08 00:00:00,completed,315.04,6
O02295,U06050,2024-11-15 00:00:00,completed,601.47,3
O02296,U07225,2024-06-30 00:00:00,pending,449.32,2
O02297,U02072,2024-09-04 00:00:00,completed,1537.47,2
O02298,U08960,2024-01-05 00:00:00,cancelled,1123.85,3
O02299,U02289,2024-03-07 00:00:00,completed,403.85,3
O02300,U07761,2024-01-15 00:00:00,completed,1971.84,7
O02301,U06476,2024-01-30 00:00:00,completed,732.35,5
O02302,U01336,2024-12-17 00:00:00,completed,872.98,6
O02303,U05883,2024-05-10 00:00:00,completed,1087.31,4
O02304,U06021,2024-08-11 00:00:00,completed,658.18,2
O02305,U04434,2024-11-20 00:00:00,completed,1183.71,1
O02306,U01084,2024-07-11 00:00:00,completed,979.12,1
O02307,U00829,2024-05-11 00:00:00,completed,1963.98,7
O02308,U03520,2024-09-25 00:00:00,completed,1496.07,5
O02309,U05566,2024-09-11 00:00:00,pending,1210.43,1
O02310,U05507,2024-10-29 00:00:00,completed,1096.13,2
O02311,U02005,2024-09-12 00:00:00,completed,873.98,4
O02312,U03142,2024-02-14 00:00:00,completed,1969.28,7
O02313,U05105,2024-04-15 00:00:00,completed,822.42,4
O02314,U06321,2024-04-20 00:00:00,cancelled,662.51,2
O02315,U07997,2024-02-01 00:00:00,completed,162.65,7
O02316,U02040,2024-09-13 00:00:00,completed,1295.27,3
O02317,U09835,2024-04-16 00:00:00,pending,285.98,1
O02318,U06393,2024-04-17 00:00:00,completed,478.89,5
O02319,U03965,2024-09-23 00:00:00,completed,1469.74,4
O02320,U07537,2024-04-05 00:00:00,cancelled,1302.53,6
O02321,U01390,2024-02-18 00:00:00,completed,1069.09,3
O02322,U09511,2024-03-16 00:00:00,refunded,1289.75,6
O02323,U06733,2024-03-02 00:00:00,completed,1751.88,2
O02324,U04905,2024-07-13 00:00:00,completed,884.58,6
O02325,U04070,2024-05-25 00:00:00,completed,514.46,5
O02326,U02245,2024-06-09 00:00:00,completed,1407.46,7
O02327,U05362,2024-02-27 00:00:00,pending,457.19,6
O02328,U07597,2024-07-30 00:00:00,completed,1752.93,2
O02329,U04160,2024-06-16 00:00:00,completed,894.59,1
O02330,U02914,2024-05-18 00:00:00,completed,393.24,3
O02331,U00978,2024-08-16 00:00:00,completed,873.43,6
O02332,U00918,2024-01-17 00:00:00,completed,1482.99,2
O02333,U01783,2024-09-05 00:00:00,completed,1884.53,2
O02334,U06533,2024-09-29 00:00:00,completed,866.18,5
O02335,U09377,2024-11-11 00:00:00,cancelled,817.84,1
O02336,U08285,2024-02-04 00:00:00,completed,1261.34,3
O02337,U02504,2024-09-18 00:00:00,completed,498.89,1
O02338,U02910,2024-10-27 00:00:00,completed,1295.07,1
O02339,U06134,2024-05-13 00:00:00,completed,922.04,4
O02340,U05766,2024-01-28 00:00:00,completed,323.23,4
O02341,U09837,2024-06-29 00:00:00,completed,959.14,2
O02342,U02723,2024-03-19 00:00:00,pending,1334.12,5
O02343,U02415,2024-09-24 00:00:00,refunded,406.31,5
O02344,U05360,2024-10-21 00:00:00,completed,1572.19,1
O02345,U03453,2024-09-07 00:00:00,completed,1463.0,3
O02346,U09423,2024-10-23 00:00:00,completed,1318.18,4
O02347,U07132,2024-08-08 00:00:00,pending,164.45,7
O02348,U03664,2024-06-24 00:00:00,completed,1922.71,5
O02349,U07165,2024-07-15 00:00:00,completed,934.44,1
O02350,U03459,2024-11-29 00:00:00,completed,605.76,5
O02351,U07504,2024-10-09 00:00:00,completed,623.5,2
O02352,U05464,2024-01-04 00:00:00,completed,906.04,6
O02353,U00611,2024-12-02 00:00:00,completed,190.05,2
O02354,U03973,2024-03-10 00:00:00,cancelled,1763.49,5
O02355,U04126,2024-12-30 00:00:00,completed,293.23,1
O02356,U07292,2024-08-17 00:00:00,completed,994.38,6
O02357,U01056,2024-02-13 00:00:00,completed,251.31,4
O02358,U05214,2024-11-16 00:00:00,completed,1720.97,5
O02359,U04334,2024-02-22 00:00:00,completed,181.57,4
O02360,U06606,2024-12-23 00:00:00,cancelled,1001.0,2
O02361,U06753,2024-02-18 00:00:00,cancelled,956.87,4
O02362,U05482,2024-10-06 00:00:00,completed,927.53,3
O02363,U01314,2024-09-22 00:00:00,completed,389.53,3
O02364,U07981,2024-03-22 00:00:00,completed,511.36,2
O02365,U06209,2024-09-24 00:00:00,pending,1070.31,4
O02366,U09127,2024-03-17 00:00:00,cancelled,83.92,5
O02367,U04341,2024-05-07 00:00:00,completed,331.49,1
O02368,U03826,2024-02-14 00:00:00,completed,661.57,7
O02369,U03742,2024-02-25 00:00:00,pending,1030.43,4
O02370,U06906,2024-09-07 00:00:00,completed,1369.28,4
O02371,U09232,2024-11-30 00:00:00,completed,1859.58,5
O02372,U02222,2024-12-19 00:00:00,completed,1306.59,2
O02373,U08787,2024-05-02 00:00:00,completed,832.12,2
O02374,U04287,2024-11-29 00:00:00,completed,1493.69,2
O02375,U02913,2024-02-29 00:00:00,completed,1264.76,7
O02376,U00459,2024-12-07 00:00:00,completed,542.22,2
O02377,U05727,2024-03-16 00:00:00,completed,313.49,2
O02378,U06951,2024-03-01 00:00:00,completed,671.96,7
O02379,U01013,2024-01-13 00:00:00,completed,1903.78,2
O02380,U06030,2024-02-23 00:00:00,cancelled,1110.62,5
O02381,U00554,2024-04-12 00:00:00,completed,1427.5,5
O02382,U05464,2024-07-16 00:00:00,completed,1978.15,1
O02383,U05321,2024-05-10 00:00:00,completed,1355.94,3
O02384,U08763,2024-08-17 00:00:00,completed,1801.9,2
O02385,U00386,2024-06-13 00:00:00,completed,425.85,3
O02386,U00468,2024-07-04 00:00:00,cancelled,1142.69,7
O02387,U05350,2024-05-05 00:00:00,cancelled,1324.95,2
O02388,U04968,2024-05-28 00:00:00,completed,158.27,6
O02389,U08434,2024-10-12 00:00:00,refunded,1594.53,6
O02390,U02318,2024-10-18 00:00:00,completed,673.3,6
O02391,U04741,2024-10-12 00:00:00,completed,1935.14,5
O02392,U09003,2024-12-16 00:00:00,completed,1539.93,5
O02393,U09013,2024-09-08 00:00:00,completed,405.12,3
O02394,U00348,2024-03-20 00:00:00,completed,806.51,6
O02395,U01407,2024-04-04 00:00:00,cancelled,1647.49,3
O02396,U09027,2024-01-19 00:00:00,completed,1711.26,5
O02397,U07323,2024-05-23 00:00:00,completed,574.57,7
O02398,U07584,2024-01-23 00:00:00,completed,1251.56,6
O02399,U06856,2024-03-20 00:00:00,completed,1493.93,7
O02400,U02458,2024-05-10 00:00:00,completed,624.1,3
O02401,U04668,2024-04-01 00:00:00,completed,177.63,1
O02402,U01330,2024-11-17 00:00:00,completed,332.31,7
O02403,U05180,2024-03-08 00:00:00,completed,1843.55,5
O02404,U09994,2024-10-10 00:00:00,completed,341.12,4
O02405,U04165,2024-12-14 00:00:00,cancelled,568.59,1
O02406,U08531,2024-10-25 00:00:00,completed,1941.67,1
O02407,U06106,2024-03-03 00:00:00,completed,440.96,1
O02408,U08919,2024-09-08 00:00:00,completed,973.73,4
O02409,U06128,2024-12-15 00:00:00,completed,1523.89,5
O02410,U04899,2024-01-18 00:00:00,refunded,693.34,6
O02411,U08692,2024-04-27 00:00:00,completed,813.94,7
O02412,U08779,2024-09-18 00:00:00,completed,1437.05,5
O02413,U04031,2024-10-06 00:00:00,completed,583.44,7
O02414,U05636,2024-12-20 00:00:00,completed,1563.07,4
O02415,U02231,2024-03-26 00:00:00,completed,918.3,6
O02416,U07124,2024-03-21 00:00:00,cancelled,816.05,5
O02417,U05566,2024-11-22 00:00:00,refunded,80.4,2
O02418,U00798,2024-04-27 00:00:00,completed,330.45,4
O02419,U07538,2024-12-21 00:00:00,cancelled,723.88,4
O02420,U08491,2024-10-12 00:00:00,completed,854.76,2
O02421,U09272,2024-01-03 00:00:00,completed,1094.51,6
O02422,U02444,2024-12-14 00:00:00,completed,606.56,6
O02423,U05781,2024-09-08 00:00:00,completed,225.95,7
O02424,U04233,2024-07-06 00:00:00,pending,1193.89,2
O02425,U07490,2024-12-26 00:00:00,pending,821.87,7
O02426,U06290,2024-01-24 00:00:00,pending,1836.4,7
O02427,U05841,2024-05-09 00:00:00,completed,439.96,3
O02428,U05622,2024-11-27 00:00:00,completed,620.03,2
O02429,U06934,2024-09-22 00:00:00,completed,820.55,7
O02430,U04718,2024-02-25 00:00:00,completed,157.09,3
O02431,U03213,2024-01-21 00:00:00,completed,724.43,6
O02432,U01495,2024-02-17 00:00:00,completed,1989.51,3
O02433,U06559,2024-07-07 00:00:00,completed,1505.91,3
O02434,U03839,2024-07-30 00:00:00,completed,108.92,3
O02435,U07310,2024-06-04 00:00:00,completed,1791.01,3
O02436,U09248,2024-11-27 00:00:00,completed,1549.29,5
O02437,U01121,2024-01-10 00:00:00,completed,1197.17,4
O02438,U08080,2024-09-15 00:00:00,completed,1158.62,5
O02439,U03467,2024-06-23 00:00:00,completed,840.74,1
O02440,U06828,2024-11-18 00:00:00,completed,1069.86,3
O02441,U07511,2024-10-01 00:00:00,pending,773.14,4
O02442,U07379,2024-12-09 00:00:00,completed,1083.49,4
O02443,U03350,2024-06-29 00:00:00,pending,1162.99,2
O02444,U03598,2024-03-11 00:00:00,completed,378.41,5
O02445,U03036,2024-08-24 00:00:00,completed,1079.16,7
O02446,U01405,2024-01-04 00:00:00,completed,102.69,3
O02447,U03048,2024-10-24 00:00:00,completed,1203.07,4
O02448,U04034,2024-09-10 00:00:00,refunded,1441.25,5
O02449,U08182,2024-04-28 00:00:00,completed,1321.55,7
O02450,U06398,2024-02-09 00:00:00,completed,1237.09,6
O02451,U00883,2024-02-25 00:00:00,cancelled,1912.18,4
O02452,U04105,2024-02-15 00:00:00,completed,1666.22,6
O02453,U03028,2024-04-14 00:00:00,completed,1950.31,3
O02454,U04313,2024-10-01 00:00:00,cancelled,1774.3,1
O02455,U05293,2024-06-30 00:00:00,cancelled,1036.57,6
O02456,U07845,2024-01-31 00:00:00,pending,1951.23,7
O02457,U00468,2024-02-23 00:00:00,cancelled,844.54,7
O02458,U03799,2024-12-02 00:00:00,completed,893.99,5
O02459,U07912,2024-11-28 00:00:00,completed,1891.49,7
O02460,U00888,2024-10-11 00:00:00,completed,1456.21,5
O02461,U07898,2024-11-30 00:00:00,refunded,1060.43,2
O02462,U07988,2024-10-30 00:00:00,cancelled,262.57,1
O02463,U05118,2024-06-24 00:00:00,completed,1278.76,7
O02464,U03847,2024-08-20 00:00:00,completed,1649.37,4
O02465,U01603,2024-11-13 00:00:00,completed,534.34,7
O02466,U02561,2024-12-08 00:00:00,completed,908.58,1
O02467,U06023,2024-12-14 00:00:00,completed,1043.9,1
O02468,U03780,2024-01-19 00:00:00,completed,386.8,4
O02469,U02734,2024-10-07 00:00:00,completed,1413.16,1
O02470,U01168,2024-05-15 00:00:00,completed,1700.83,4
O02471,U07155,2024-02-08 00:00:00,cancelled,1658.94,6
O02472,U07240,2024-03-26 00:00:00,completed,83.41,5
O02473,U04446,2024-01-21 00:00:00,completed,651.65,3
O02474,U08906,2024-08-10 00:00:00,refunded,1327.95,3
O02475,U02618,2024-12-26 00:00:00,completed,1449.36,6
O02476,U06546,2024-01-12 00:00:00,completed,968.07,1
O02477,U02972,2024-11-02 00:00:00,refunded,1940.45,6
O02478,U09629,2024-04-25 00:00:00,completed,1031.2,4
O02479,U06793,2024-10-14 00:00:00,completed,301.25,3
O02480,U03530,2024-12-27 00:00:00,completed,88.74,6
O02481,U02319,2024-02-23 00:00:00,completed,1567.19,4
O02482,U05902,2024-09-25 00:00:00,completed,741.56,7
O02483,U07081,2024-05-16 00:00:00,completed,1075.76,2
O02484,U01482,2024-01-05 00:00:00,cancelled,148.31,7
O02485,U01984,2024-07-26 00:00:00,completed,1273.65,1
O02486,U05924,2024-01-06 00:00:00,pending,951.29,7
O02487,U08008,2024-06-22 00:00:00,pending,417.65,5
O02488,U00032,2024-05-14 00:00:00,cancelled,1567.28,5
O02489,U03222,2024-03-02 00:00:00,completed,744.29,7
O02490,U03686,2024-10-06 00:00:00,completed,1292.12,3
O02491,U01689,2024-07-17 00:00:00,completed,1782.86,1
O02492,U03871,2024-02-15 00:00:00,completed,1113.46,6
O02493,U04877,2024-09-09 00:00:00,completed,341.47,3
O02494,U01144,2024-04-17 00:00:00,completed,731.6,5
O02495,U05338,2024-10-06 00:00:00,pending,770.03,2
O02496,U01754,2024-06-27 00:00:00,completed,111.24,1
O02497,U09648,2024-01-18 00:00:00,completed,1217.09,1
O02498,U02296,2024-07-31 00:00:00,completed,1877.7,6
O02499,U01092,2024-03-05 00:00:00,completed,873.25,1
O02500,U06224,2024-11-07 00:00:00,completed,1749.52,4
O02501,U03504,2024-06-22 00:00:00,completed,1740.43,3
O02502,U05643,2024-04-16 00:00:00,completed,1433.08,1
O02503,U01732,2024-10-27 00:00:00,completed,754.56,2
O02504,U06956,2024-09-17 00:00:00,cancelled,866.0,3
O02505,U02092,2024-08-06 00:00:00,pending,317.81,2
O02506,U03845,2024-05-03 00:00:00,completed,750.08,2
O02507,U08555,2024-05-08 00:00:00,completed,630.33,4
O02508,U00794,2024-08-15 00:00:00,completed,1297.52,4
O02509,U02746,2024-06-04 00:00:00,refunded,634.6,7
O02510,U03433,2024-01-01 00:00:00,completed,360.47,7
O02511,U09323,2024-10-05 00:00:00,completed,1765.12,3
O02512,U08350,2024-07-29 00:00:00,completed,618.63,4
O02513,U01441,2024-05-28 00:00:00,pending,1581.45,2
O02514,U04267,2024-11-27 00:00:00,refunded,654.76,1
O02515,U07005,2024-09-25 00:00:00,completed,685.55,3
O02516,U02394,2024-03-19 00:00:00,pending,1832.86,1
O02517,U03281,2024-12-11 00:00:00,completed,862.6,6
O02518,U09475,2024-02-22 00:00:00,completed,685.21,3
O02519,U04253,2024-05-22 00:00:00,completed,995.64,7
O02520,U05862,2024-05-07 00:00:00,completed,245.21,7
O02521,U08417,2024-12-22 00:00:00,completed,634.63,7
O02522,U00682,2024-06-30 00:00:00,completed,333.95,3
O02523,U04144,2024-03-01 00:00:00,completed,565.67,4
O02524,U05780,2024-09-28 00:00:00,completed,848.21,3
O02525,U08292,2024-09-07 00:00:00,completed,268.41,4
O02526,U04450,2024-10-11 00:00:00,completed,918.36,1
O02527,U04949,2024-04-27 00:00:00,completed,1437.87,5
O02528,U03614,2024-08-25 00:00:00,completed,51.44,4
O02529,U03344,2024-07-04 00:00:00,completed,1090.02,1
O02530,U00008,2024-05-19 00:00:00,refunded,1083.71,2
O02531,U09023,2024-10-16 00:00:00,pending,1391.12,1
O02532,U04342,2024-12-08 00:00:00,refunded,1905.46,3
O02533,U08086,2024-03-11 00:00:00,completed,1034.26,1
O02534,U05182,2024-12-19 00:00:00,completed,1591.3,7
O02535,U08008,2024-03-26 00:00:00,completed,611.11,6
O02536,U04345,2024-07-12 00:00:00,completed,403.06,6
O02537,U08142,2024-06-27 00:00:00,completed,1225.47,1
O02538,U02626,2024-09-24 00:00:00,completed,1034.51,2
O02539,U02231,2024-02-04 00:00:00,pending,1287.79,6
O02540,U09562,2024-08-02 00:00:00,completed,87.97,6
O02541,U08359,2024-02-16 00:00:00,completed,402.99,1
O02542,U04805,2024-11-07 00:00:00,pending,1487.83,1
O02543,U06262,2024-12-18 00:00:00,completed,1096.28,2
O02544,U08708,2024-10-14 00:00:00,cancelled,1591.55,1
O02545,U09405,2024-06-22 00:00:00,completed,1400.74,2
O02546,U06409,2024-09-27 00:00:00,completed,1237.07,3
O02547,U08473,2024-04-18 00:00:00,completed,765.95,1
O02548,U02071,2024-11-12 00:00:00,completed,1029.62,7
O02549,U09280,2024-05-09 00:00:00,completed,1381.92,5
O02550,U01079,2024-12-24 00:00:00,completed,827.13,7
O02551,U06984,2024-08-08 00:00:00,completed,978.47,6
O02552,U03526,2024-02-06 00:00:00,completed,1885.59,6
O02553,U01419,2024-01-20 00:00:00,completed,526.87,5
O02554,U05762,2024-04-05 00:00:00,pending,1894.8,6
O02555,U09320,2024-11-28 00:00:00,refunded,353.61,4
O02556,U07075,2024-08-23 00:00:00,completed,1058.36,6
O02557,U07157,2024-05-01 00:00:00,completed,1150.93,7
O02558,U00290,2024-09-26 00:00:00,completed,1849.04,7
O02559,U04694,2024-10-08 00:00:00,completed,1295.42,1
O02560,U07390,2024-10-10 00:00:00,completed,246.12,2
O02561,U05446,2024-04-05 00:00:00,refunded,899.68,5
O02562,U00592,2024-11-19 00:00:00,cancelled,1974.29,5
O02563,U09843,2024-06-25 00:00:00,completed,1427.29,4
O02564,U07369,2024-04-28 00:00:00,completed,838.89,7
O02565,U00702,2024-06-16 00:00:00,completed,579.47,5
O02566,U06302,2024-06-17 00:00:00,pending,50.35,7
O02567,U02631,2024-12-15 00:00:00,completed,1922.55,2
O02568,U05356,2024-02-10 00:00:00,completed,1723.86,7
O02569,U07860,2024-03-03 00:00:00,refunded,367.52,2
O02570,U08384,2024-10-16 00:00:00,cancelled,152.57,6
O02571,U07601,2024-05-06 00:00:00,completed,409.56,6
O02572,U07637,2024-10-03 00:00:00,completed,556.0,5
O02573,U08868,2024-01-11 00:00:00,completed,1381.79,2
O02574,U00229,2024-10-25 00:00:00,cancelled,1560.56,6
O02575,U07631,2024-08-19 00:00:00,completed,998.77,3
O02576,U00007,2024-04-18 00:00:00,completed,269.48,6
O02577,U07257,2024-02-02 00:00:00,completed,785.31,1
O02578,U04990,2024-09-22 00:00:00,pending,253.29,2
O02579,U09889,2024-05-10 00:00:00,cancelled,1022.88,5
O02580,U02723,2024-04-29 00:00:00,completed,1715.47,1
