user_id,country,device_type,signup_date,customer_segment
U01392,UAE,Mobile,2024-12-13 00:00:00,Returning
U01393,UAE,Desktop,2024-10-22 00:00:00,New
U01394,KSA,Mobile,2024-06-27 00:00:00,New
U01395,UAE,Desktop,2024-10-24 00:00:00,Returning
U01396,Oman,Mobile,2024-07-15 00:00:00,Returning
U01397,UAE,Desktop,2024-09-17 00:00:00,New
U01398,UAE,Desktop,2024-04-10 00:00:00,VIP
U01399,KSA,Mobile,2024-03-01 00:00:00,Returning
U01400,Qatar,Mobile,2024-07-01 00:00:00,New
U01401,UAE,Mobile,2024-10-23 00:00:00,New
U01402,UAE,Mobile,2024-01-09 00:00:00,New
U01403,UAE,Desktop,2024-07-24 00:00:00,New
U01404,Qatar,Mobile,2024-11-13 00:00:00,New
U01405,KSA,Desktop,2024-02-23 00:00:00,New
U01406,UAE,Mobile,2024-06-28 00:00:00,Returning
U01407,Oman,Mobile,2024-04-13 00:00:00,New
U01408,Oman,Mobile,2024-05-05 00:00:00,New
U01409,KSA,Mobile,2024-02-03 00:00:00,New
U01410,Kuwait,Mobile,2024-06-13 00:00:00,Returning
U01411,UAE,Mobile,2024-10-24 00:00:00,Returning
U01412,UAE,Mobile,2024-09-26 00:00:00,New
U01413,UAE,Mobile,2024-10-15 00:00:00,New
U01414,UAE,Mobile,2024-04-27 00:00:00,New
U01415,KSA,Mobile,2024-12-19 00:00:00,Returning
U01416,Egypt,Mobile,2024-04-01 00:00:00,New
U01417,UAE,Desktop,2024-04-09 00:00:00,New
U01418,UAE,Mobile,2024-03-27 00:00:00,New
U01419,UAE,Desktop,2024-08-21 00:00:00,Returning
U01420,Egypt,Mobile,2024-05-03 00:00:00,New
U01421,UAE,Desktop,2024-07-21 00:00:00,VIP
U01422,KSA,Mobile,2024-02-01 00:00:00,New
U01423,UAE,Desktop,2024-12-22 00:00:00,New
U01424,UAE,Mobile,2024-02-08 00:00:00,New
U01425,Egypt,Desktop,2024-04-03 00:00:00,Returning
U01426,Egypt,Mobile,2024-01-10 00:00:00,Returning
U01427,UAE,Mobile,2024-08-02 00:00:00,Returning
U01428,Egypt,Desktop,2024-04-09 00:00:00,Returning
U01429,KSA,Mobile,2024-08-31 00:00:00,Returning
U01430,Kuwait,Mobile,2024-02-27 00:00:00,Returning
U01431,UAE,Mobile,2024-12-22 00:00:00,New
U01432,KSA,Mobile,2024-11-15 00:00:00,Returning
U01433,UAE,Tablet,2024-01-19 00:00:00,Returning
U01434,KSA,Mobile,2024-12-22 00:00:00,New
U01435,UAE,Desktop,2024-04-26 00:00:00,Returning
U01436,UAE,Mobile,2024-05-15 00:00:00,New
U01437,UAE,Mobile,2024-11-22 00:00:00,New
U01438,Qatar,Desktop,2024-10-22 00:00:00,New
U01439,UAE,Desktop,2024-01-13 00:00:00,New
U01440,KSA,Desktop,2024-04-10 00:00:00,New
U01441,Egypt,Mobile,2024-06-03 00:00:00,Returning
U01442,UAE,Mobile,2024-03-22 00:00:00,New
U01443,KSA,Mobile,2024-03-28 00:00:00,New
U01444,UAE,Mobile,2024-04-14 00:00:00,Returning
U01445,Kuwait,Mobile,2024-05-09 00:00:00,New
U01446,UAE,Desktop,2024-09-28 00:00:00,New
U01447,KSA,Desktop,2024-01-14 00:00:00,New
U01448,Oman,Mobile,2024-05-07 00:00:00,New
U01449,Egypt,Mobile,2024-02-29 00:00:00,New
U01450,KSA,Desktop,2024-08-14 00:00:00,Returning
U01451,UAE,Mobile,2024-01-17 00:00:00,New
U01452,KSA,Mobile,2024-02-14 00:00:00,New
U01453,Kuwait,Mobile,2024-02-07 00:00:00,VIP
U01454,KSA,Mobile,2024-05-03 00:00:00,Returning
U01455,UAE,Tablet,2024-12-25 00:00:00,New
U01456,Egypt,Mobile,2024-03-04 00:00:00,New
U01457,KSA,Mobile,2024-09-09 00:00:00,Returning
U01458,KSA,Mobile,2024-09-18 00:00:00,Returning
U01459,UAE,Desktop,2024-04-21 00:00:00,Returning
U01460,KSA,Desktop,2024-04-11 00:00:00,New
U01461,UAE,Mobile,2024-02-18 00:00:00,New
U01462,KSA,Mobile,2024-10-03 00:00:00,New
U01463,UAE,Mobile,2024-08-14 00:00:00,Returning
U01464,KSA,Mobile,2024-01-23 00:00:00,Returning
U01465,Egypt,Desktop,2024-11-27 00:00:00,New
U01466,UAE,Mobile,2024-07-03 00:00:00,New
U01467,Egypt,Mobile,2024-03-04 00:00:00,VIP
U01468,UAE,Desktop,2024-06-05 00:00:00,New
U01469,Kuwait,Mobile,2024-10-09 00:00:00,New
U01470,Qatar,Desktop,2024-05-28 00:00:00,Returning
U01471,KSA,Mobile,2024-11-22 00:00:00,New
U01472,Qatar,Mobile,2024-12-28 00:00:00,New
U01473,Kuwait,Tablet,2024-06-17 00:00:00,New
U01474,UAE,Mobile,2024-05-12 00:00:00,New
U01475,UAE,Desktop,2024-11-09 00:00:00,New
U01476,KSA,Mobile,2024-05-11 00:00:00,Returning
U01477,Oman,Mobile,2024-07-15 00:00:00,New
U01478,Qatar,Desktop,2024-05-14 00:00:00,Returning
U01479,Qatar,Mobile,2024-02-04 00:00:00,New
U01480,UAE,Desktop,2024-08-07 00:00:00,New
U01481,Oman,Mobile,2024-07-03 00:00:00,Returning
U01482,UAE,Mobile,2024-01-05 00:00:00,New
U01483,KSA,Mobile,2024-03-11 00:00:00,New
U01484,UAE,Mobile,2024-12-07 00:00:00,New
U01485,UAE,Mobile,2024-08-28 00:00:00,New
U01486,UAE,Mobile,2024-12-16 00:00:00,New
U01487,UAE,Mobile,2024-10-23 00:00:00,Returning
U01488,KSA,Mobile,2024-11-26 00:00:00,New
U01489,UAE,Desktop,2024-07-11 00:00:00,Returning
U01490,UAE,Mobile,2024-06-16 00:00:00,New
U01491,UAE,Desktop,2024-12-04 00:00:00,New
U01492,UAE,Mobile,2024-08-23 00:00:00,New
U01493,UAE,Mobile,2024-10-20 00:00:00,New
U01494,UAE,Desktop,2024-10-24 00:00:00,New
U01495,KSA,Mobile,2024-09-04 00:00:00,Returning
U01496,KSA,Mobile,2024-06-13 00:00:00,New
U01497,KSA,Mobile,2024-11-07 00:00:00,New
U01498,UAE,Mobile,2024-03-11 00:00:00,VIP
U01499,UAE,Mobile,2024-08-18 00:00:00,New
U01500,Kuwait,Tablet,2024-02-24 00:00:00,New
U01501,KSA,Mobile,2024-06-30 00:00:00,New
U01502,UAE,Desktop,2024-01-22 00:00:00,New
U01503,UAE,Desktop,2024-10-09 00:00:00,New
U01504,UAE,Mobile,2024-04-14 00:00:00,New
U01505,UAE,Mobile,2024-06-23 00:00:00,New
U01506,UAE,Desktop,2024-10-20 00:00:00,Returning
U01507,KSA,Desktop,2024-02-08 00:00:00,Returning
U01508,KSA,Mobile,2024-02-29 00:00:00,Returning
U01509,KSA,Mobile,2024-10-26 00:00:00,New
U01510,Qatar,Mobile,2024-10-25 00:00:00,New
U01511,Oman,Mobile,2024-07-30 00:00:00,New
U01512,Qatar,Mobile,2024-06-03 00:00:00,New
U01513,Egypt,Desktop,2024-06-21 00:00:00,New
U01514,UAE,Mobile,2024-01-23 00:00:00,New
U01515,UAE,Desktop,2024-08-27 00:00:00,New
U01516,UAE,Mobile,2024-07-27 00:00:00,Returning
U01517,KSA,Mobile,2024-05-01 00:00:00,New
U01518,Kuwait,Mobile,2024-09-09 00:00:00,VIP
U01519,UAE,Desktop,2024-05-20 00:00:00,Returning
U01520,Egypt,Desktop,2024-12-05 00:00:00,New
U01521,UAE,Desktop,2024-12-27 00:00:00,New
U01522,Egypt,Mobile,2024-11-15 00:00:00,New
U01523,UAE,Mobile,2024-06-01 00:00:00,Returning
U01524,UAE,Mobile,2024-08-01 00:00:00,New
U01525,UAE,Mobile,2024-11-03 00:00:00,New
U01526,UAE,Desktop,2024-02-17 00:00:00,New
U01527,UAE,Mobile,2024-11-12 00:00:00,New
U01528,UAE,Desktop,2024-01-17 00:00:00,Returning
U01529,Oman,Mobile,2024-10-22 00:00:00,New
U01530,KSA,Desktop,2024-11-26 00:00:00,New
U01531,UAE,Tablet,2024-12-10 00:00:00,New
U01532,KSA,Mobile,2024-03-09 00:00:00,Returning
U01533,Qatar,Desktop,2024-03-25 00:00:00,New
U01534,UAE,Mobile,2024-10-08 00:00:00,Returning
U01535,UAE,Mobile,2024-07-26 00:00:00,Returning
U01536,UAE,Desktop,2024-02-09 00:00:00,Returning
U01537,UAE,Desktop,2024-04-05 00:00:00,New
U01538,KSA,Mobile,2024-09-06 00:00:00,New
U01539,UAE,Mobile,2024-05-15 00:00:00,New
U01540,KSA,Desktop,2024-03-13 00:00:00,New
U01541,Qatar,Desktop,2024-10-27 00:00:00,New
U01542,UAE,Mobile,2024-09-29 00:00:00,New
U01543,KSA,Desktop,2024-06-17 00:00:00,New
U01544,UAE,Mobile,2024-11-28 00:00:00,Returning
U01545,Egypt,Mobile,2024-07-16 00:00:00,New
U01546,UAE,Mobile,2024-12-12 00:00:00,New
U01547,Oman,Mobile,2024-04-15 00:00:00,Returning
U01548,KSA,Desktop,2024-04-10 00:00:00,New
U01549,UAE,Mobile,2024-12-24 00:00:00,Returning
U01550,KSA,Tablet,2024-08-22 00:00:00,New
U01551,Egypt,Mobile,2024-10-06 00:00:00,VIP
U01552,KSA,Desktop,2024-11-24 00:00:00,Returning
U01553,Oman,Desktop,2024-04-15 00:00:00,New
U01554,Kuwait,Desktop,2024-02-04 00:00:00,Returning
U01555,UAE,Mobile,2024-06-05 00:00:00,New
U01556,UAE,Mobile,2024-09-29 00:00:00,New
U01557,KSA,Desktop,2024-08-27 00:00:00,Returning
U01558,UAE,Desktop,2024-07-25 00:00:00,Returning
U01559,Oman,Mobile,2024-09-01 00:00:00,New
U01560,Egypt,Desktop,2024-04-02 00:00:00,New
U01561,UAE,Mobile,2024-04-18 00:00:00,Returning
U01562,UAE,Mobile,2024-11-01 00:00:00,New
U01563,Qatar,Desktop,2024-04-23 00:00:00,Returning
U01564,UAE,Mobile,2024-01-24 00:00:00,Returning
U01565,Oman,Desktop,2024-10-19 00:00:00,New
U01566,UAE,Mobile,2024-09-08 00:00:00,New
U01567,KSA,Mobile,2024-09-23 00:00:00,New
U01568,UAE,Mobile,2024-12-20 00:00:00,Returning
U01569,KSA,Mobile,2024-07-27 00:00:00,Returning
U01570,UAE,Desktop,2024-02-24 00:00:00,New
U01571,KSA,Mobile,2024-01-27 00:00:00,New
U01572,UAE,Mobile,2024-11-18 00:00:00,Returning
U01573,Qatar,Mobile,2024-01-02 00:00:00,New
U01574,Kuwait,Mobile,2024-03-08 00:00:00,Returning
U01575,UAE,Desktop,2024-05-27 00:00:00,New
U01576,UAE,Mobile,2024-11-14 00:00:00,Returning
U01577,UAE,Mobile,2024-11-23 00:00:00,Returning
U01578,KSA,Desktop,2024-05-09 00:00:00,New
U01579,KSA,Desktop,2024-03-23 00:00:00,Returning
U01580,KSA,Desktop,2024-02-11 00:00:00,New
U01581,UAE,Mobile,2024-06-04 00:00:00,New
U01582,UAE,Mobile,2024-06-05 00:00:00,New
U01583,KSA,Desktop,2024-04-16 00:00:00,Returning
U01584,UAE,Desktop,2024-10-10 00:00:00,Returning
U01585,Egypt,Mobile,2024-07-06 00:00:00,Returning
U01586,UAE,Desktop,2024-04-14 00:00:00,Returning
U01587,KSA,Mobile,2024-04-21 00:00:00,New
U01588,UAE,Mobile,2024-05-12 00:00:00,New
U01589,UAE,Desktop,2024-09-27 00:00:00,New
U01590,Qatar,Desktop,2024-04-19 00:00:00,Returning
U01591,KSA,Mobile,2024-03-13 00:00:00,VIP
U01592,Egypt,Desktop,2024-12-11 00:00:00,New
U01593,UAE,Mobile,2024-10-19 00:00:00,Returning
U01594,UAE,Mobile,2024-05-22 00:00:00,New
U01595,Qatar,Desktop,2024-09-16 00:00:00,New
U01596,KSA,Desktop,2024-09-01 00:00:00,New
U01597,UAE,Mobile,2024-12-05 00:00:00,Returning
U01598,UAE,Mobile,2024-06-03 00:00:00,New
U01599,UAE,Mobile,2024-05-28 00:00:00,Returning
U01600,Kuwait,Desktop,2024-02-29 00:00:00,New
U01601,UAE,Mobile,2024-03-26 00:00:00,New
U01602,UAE,Desktop,2024-07-10 00:00:00,New
U01603,UAE,Desktop,2024-11-22 00:00:00,Returning
U01604,UAE,Desktop,2024-06-30 00:00:00,New
U01605,UAE,Mobile,2024-10-13 00:00:00,Returning
U01606,KSA,Desktop,2024-09-29 00:00:00,New
U01607,UAE,Mobile,2024-09-11 00:00:00,New
U01608,Oman,Mobile,2024-01-07 00:00:00,Returning
U01609,UAE,Mobile,2024-05-05 00:00:00,New
U01610,KSA,Mobile,2024-03-23 00:00:00,Returning
U01611,Kuwait,Desktop,2024-01-28 00:00:00,New
U01612,KSA,Mobile,2024-09-22 00:00:00,Returning
U01613,KSA,Mobile,2024-10-09 00:00:00,Returning
U01614,UAE,Tablet,2024-09-07 00:00:00,Returning
U01615,UAE,Mobile,2024-07-06 00:00:00,New
U01616,KSA,Desktop,2024-10-25 00:00:00,Returning
U01617,Egypt,Mobile,2024-03-09 00:00:00,New
U01618,KSA,Mobile,2024-11-14 00:00:00,New
U01619,KSA,Desktop,2024-11-21 00:00:00,New
U01620,Qatar,Mobile,2024-04-08 00:00:00,New
U01621,UAE,Mobile,2024-07-11 00:00:00,Returning
U01622,UAE,Mobile,2024-08-14 00:00:00,Returning
U01623,KSA,Mobile,2024-06-30 00:00:00,New
U01624,Egypt,Mobile,2024-11-22 00:00:00,Returning
U01625,UAE,Mobile,2024-04-02 00:00:00,New
U01626,KSA,Mobile,2024-05-22 00:00:00,Returning
U01627,UAE,Desktop,2024-07-21 00:00:00,Returning
U01628,KSA,Mobile,2024-05-11 00:00:00,Returning
U01629,UAE,Mobile,2024-09-23 00:00:00,New
U01630,UAE,Mobile,2024-05-13 00:00:00,Returning
U01631,Qatar,Desktop,2024-06-27 00:00:00,New
U01632,UAE,Desktop,2024-07-04 00:00:00,Returning
U01633,KSA,Desktop,2024-01-18 00:00:00,New
U01634,Qatar,Desktop,2024-11-18 00:00:00,Returning
U01635,Egypt,Mobile,2024-04-06 00:00:00,New
U01636,UAE,Mobile,2024-02-03 00:00:00,New
U01637,UAE,Mobile,2024-10-26 00:00:00,New
U01638,UAE,Mobile,2024-12-16 00:00:00,Returning
U01639,Egypt,Mobile,2024-07-05 00:00:00,Returning
U01640,Egypt,Mobile,2024-12-12 00:00:00,Returning
U01641,KSA,Tablet,2024-04-20 00:00:00,Returning
U01642,Oman,Desktop,2024-09-03 00:00:00,New
U01643,KSA,Mobile,2024-03-11 00:00:00,Returning
U01644,KSA,Desktop,2024-11-04 00:00:00,New
U01645,UAE,Mobile,2024-11-22 00:00:00,Returning
U01646,Qatar,Mobile,2024-07-30 00:00:00,Returning
U01647,UAE,Mobile,2024-11-04 00:00:00,New
U01648,Oman,Mobile,2024-04-17 00:00:00,Returning
U01649,Qatar,Mobile,2024-06-25 00:00:00,Returning
U01650,Qatar,Desktop,2024-08-15 00:00:00,New
U01651,UAE,Mobile,2024-01-19 00:00:00,New
U01652,UAE,Mobile,2024-11-17 00:00:00,New
U01653,UAE,Mobile,2024-09-04 00:00:00,VIP
U01654,UAE,Mobile,2024-07-27 00:00:00,New
U01655,UAE,Desktop,2024-08-03 00:00:00,New
U01656,Egypt,Mobile,2024-07-19 00:00:00,New
U01657,KSA,Tablet,2024-09-13 00:00:00,New
U01658,UAE,Tablet,2024-04-15 00:00:00,Returning
U01659,UAE,Mobile,2024-11-06 00:00:00,New
U01660,UAE,Mobile,2024-09-27 00:00:00,VIP
U01661,KSA,Desktop,2024-09-27 00:00:00,New
U01662,KSA,Tablet,2024-04-30 00:00:00,New
U01663,Egypt,Mobile,2024-09-01 00:00:00,New
U01664,UAE,Desktop,2024-03-06 00:00:00,VIP
U01665,Egypt,Desktop,2024-08-15 00:00:00,New
U01666,Kuwait,Mobile,2024-05-16 00:00:00,New
U01667,UAE,Mobile,2024-07-12 00:00:00,New
U01668,Egypt,Desktop,2024-07-12 00:00:00,New
U01669,UAE,Desktop,2024-05-25 00:00:00,Returning
U01670,Oman,Mobile,2024-05-24 00:00:00,Returning
U01671,UAE,Mobile,2024-03-12 00:00:00,New
U01672,Kuwait,Mobile,2024-12-19 00:00:00,New
U01673,Kuwait,Mobile,2024-07-10 00:00:00,Returning
U01674,Oman,Desktop,2024-02-13 00:00:00,New
U01675,Qatar,Mobile,2024-06-05 00:00:00,New
U01676,UAE,Mobile,2024-01-16 00:00:00,New
U01677,UAE,Mobile,2024-03-18 00:00:00,New
U01678,UAE,Mobile,2024-02-21 00:00:00,New
U01679,UAE,Mobile,2024-01-02 00:00:00,New
U01680,KSA,Mobile,2024-08-19 00:00:00,New
U01681,UAE,Mobile,2024-03-01 00:00:00,New
U01682,Egypt,Mobile,2024-05-11 00:00:00,Returning
U01683,KSA,Mobile,2024-02-21 00:00:00,VIP
U01684,Oman,Mobile,2024-10-23 00:00:00,VIP
U01685,UAE,Desktop,2024-06-28 00:00:00,Returning
U01686,Kuwait,Mobile,2024-01-31 00:00:00,New
U01687,Egypt,Mobile,2024-06-03 00:00:00,New
U01688,UAE,Desktop,2024-04-30 00:00:00,Returning
U01689,KSA,Mobile,2024-02-20 00:00:00,New
U01690,Qatar,Desktop,2024-04-04 00:00:00,New
U01691,UAE,Mobile,2024-06-24 00:00:00,New
U01692,KSA,Mobile,2024-01-11 00:00:00,New
U01693,UAE,Desktop,2024-01-12 00:00:00,Returning
U01694,UAE,Desktop,2024-12-20 00:00:00,Returning
U01695,UAE,Mobile,2024-02-14 00:00:00,Returning
U01696,UAE,Mobile,2024-10-16 00:00:00,Returning
U01697,UAE,Mobile,2024-07-23 00:00:00,New
U01698,UAE,Desktop,2024-08-06 00:00:00,Returning
U01699,Egypt,Desktop,2024-11-23 00:00:00,New
U01700,KSA,Mobile,2024-09-12 00:00:00,Returning
U01701,Egypt,Mobile,2024-09-04 00:00:00,New
U01702,UAE,Mobile,2024-01-21 00:00:00,Returning
U01703,UAE,Mobile,2024-02-10 00:00:00,VIP
U01704,KSA,Mobile,2024-10-04 00:00:00,New
U01705,UAE,Mobile,2024-10-03 00:00:00,New
U01706,UAE,Mobile,2024-07-13 00:00:00,New
U01707,KSA,Desktop,2024-03-11 00:00:00,New
U01708,UAE,Tablet,2024-09-26 00:00:00,New
U01709,KSA,Mobile,2024-11-30 00:00:00,Returning
U01710,KSA,Mobile,2024-03-13 00:00:00,New
U01711,UAE,Desktop,2024-11-03 00:00:00,New
U01712,UAE,Mobile,2024-07-17 00:00:00,Returning
U01713,Qatar,Desktop,2024-03-16 00:00:00,New
U01714,UAE,Mobile,2024-10-01 00:00:00,New
U01715,UAE,Mobile,2024-10-09 00:00:00,Returning
U01716,Egypt,Mobile,2024-05-25 00:00:00,Returning
U01717,UAE,Mobile,2024-01-13 00:00:00,New
U01718,KSA,Desktop,2024-12-28 00:00:00,New
U01719,Egypt,Mobile,2024-05-08 00:00:00,New
U01720,UAE,Mobile,2024-08-17 00:00:00,New
U01721,UAE,Mobile,2024-03-25 00:00:00,New
U01722,UAE,Desktop,2024-06-10 00:00:00,Returning
U01723,UAE,Mobile,2024-12-30 00:00:00,Returning
U01724,UAE,Mobile,2024-02-20 00:00:00,New
U01725,KSA,Mobile,2024-08-02 00:00:00,New
U01726,UAE,Mobile,2024-01-01 00:00:00,New
U01727,KSA,Mobile,2024-05-02 00:00:00,New
U01728,Egypt,Desktop,2024-10-14 00:00:00,Returning
U01729,Oman,Mobile,2024-07-18 00:00:00,Returning
U01730,KSA,Mobile,2024-07-01 00:00:00,New
U01731,UAE,Desktop,2024-08-03 00:00:00,New
U01732,KSA,Mobile,2024-08-27 00:00:00,Returning
U01733,KSA,Mobile,2024-12-14 00:00:00,New
U01734,UAE,Mobile,2024-03-08 00:00:00,New
U01735,UAE,Mobile,2024-11-14 00:00:00,New
U01736,Kuwait,Desktop,2024-03-22 00:00:00,New
U01737,UAE,Mobile,2024-05-21 00:00:00,New
U01738,UAE,Mobile,2024-02-10 00:00:00,VIP
U01739,UAE,Desktop,2024-08-26 00:00:00,New
U01740,UAE,Mobile,2024-01-03 00:00:00,New
U01741,Oman,Mobile,2024-04-03 00:00:00,Returning
U01742,Qatar,Mobile,2024-02-28 00:00:00,New
U01743,Qatar,Mobile,2024-08-15 00:00:00,New
U01744,UAE,Tablet,2024-01-18 00:00:00,New
U01745,UAE,Desktop,2024-08-26 00:00:00,New
U01746,UAE,Mobile,2024-12-25 00:00:00,Returning
U01747,UAE,Mobile,2024-03-14 00:00:00,New
U01748,UAE,Mobile,2024-11-27 00:00:00,Returning
U01749,Qatar,Mobile,2024-06-17 00:00:00,Returning
U01750,UAE,Mobile,2024-09-20 00:00:00,New
U01751,KSA,Mobile,2024-06-08 00:00:00,New
U01752,UAE,Desktop,2024-12-02 00:00:00,New
U01753,UAE,Desktop,2024-06-17 00:00:00,New
U01754,UAE,Mobile,2024-07-24 00:00:00,New
U01755,Egypt,Mobile,2024-12-22 00:00:00,New
U01756,Oman,Mobile,2024-01-09 00:00:00,Returning
U01757,Egypt,Desktop,2024-12-11 00:00:00,New
U01758,UAE,Desktop,2024-10-30 00:00:00,New
U01759,UAE,Desktop,2024-04-24 00:00:00,New
U01760,KSA,Mobile,2024-05-31 00:00:00,New
U01761,UAE,Desktop,2024-03-27 00:00:00,Returning
U01762,Oman,Mobile,2024-04-04 00:00:00,Returning
U01763,UAE,Mobile,2024-08-18 00:00:00,New
U01764,UAE,Mobile,2024-07-04 00:00:00,Returning
U01765,UAE,Mobile,2024-04-23 00:00:00,Returning
U01766,UAE,Mobile,2024-09-30 00:00:00,Returning
U01767,Qatar,Mobile,2024-01-29 00:00:00,Returning
U01768,UAE,Mobile,2024-07-21 00:00:00,Returning
U01769,UAE,Mobile,2024-01-02 00:00:00,New
U01770,UAE,Mobile,2024-03-18 00:00:00,New
U01771,UAE,Mobile,2024-11-19 00:00:00,New
U01772,Qatar,Mobile,2024-08-18 00:00:00,New
U01773,Kuwait,Mobile,2024-04-07 00:00:00,Returning
U01774,Egypt,Mobile,2024-04-26 00:00:00,New
U01775,Qatar,Tablet,2024-04-19 00:00:00,Returning
U01776,UAE,Mobile,2024-06-15 00:00:00,New
U01777,KSA,Mobile,2024-10-23 00:00:00,Returning
U01778,UAE,Mobile,2024-12-02 00:00:00,Returning
U01779,UAE,Desktop,2024-03-27 00:00:00,Returning
U01780,Oman,Desktop,2024-01-22 00:00:00,Returning
U01781,UAE,Mobile,2024-07-28 00:00:00,New
U01782,Egypt,Mobile,2024-10-31 00:00:00,New
U01783,UAE,Desktop,2024-09-28 00:00:00,VIP
U01784,KSA,Desktop,2024-11-19 00:00:00,New
U01785,KSA,Desktop,2024-10-04 00:00:00,New
U01786,Kuwait,Desktop,2024-05-18 00:00:00,New
U01787,KSA,Desktop,2024-12-06 00:00:00,New
U01788,KSA,Mobile,2024-08-19 00:00:00,Returning
U01789,UAE,Mobile,2024-08-20 00:00:00,Returning
U01790,KSA,Mobile,2024-03-20 00:00:00,Returning
U01791,UAE,Desktop,2024-02-24 00:00:00,New
U01792,Qatar,Mobile,2024-10-17 00:00:00,New
U01793,KSA,Tablet,2024-02-03 00:00:00,Returning
U01794,KSA,Mobile,2024-11-24 00:00:00,VIP
U01795,UAE,Mobile,2024-11-28 00:00:00,VIP
U01796,UAE,Desktop,2024-09-08 00:00:00,Returning
U01797,Qatar,Mobile,2024-05-04 00:00:00,New
U01798,UAE,Mobile,2024-01-11 00:00:00,New
U01799,UAE,Mobile,2024-11-12 00:00:00,Returning
U01800,UAE,Mobile,2024-05-01 00:00:00,Returning
U01801,Egypt,Mobile,2024-02-04 00:00:00,Returning
U01802,Qatar,Mobile,2024-03-09 00:00:00,New
U01803,UAE,Mobile,2024-11-08 00:00:00,Returning
U01804,UAE,Tablet,2024-05-18 00:00:00,New
U01805,UAE,Tablet,2024-01-12 00:00:00,New
U01806,Qatar,Mobile,2024-05-04 00:00:00,New
U01807,KSA,Desktop,2024-10-25 00:00:00,Returning
U01808,UAE,Mobile,2024-05-26 00:00:00,New
U01809,UAE,Mobile,2024-03-17 00:00:00,New
U01810,UAE,Mobile,2024-03-08 00:00:00,New
U01811,KSA,Tablet,2024-07-24 00:00:00,Returning
U01812,Qatar,Desktop,2024-08-23 00:00:00,New
U01813,UAE,Mobile,2024-02-28 00:00:00,Returning
U01814,UAE,Mobile,2024-09-14 00:00:00,New
U01815,UAE,Mobile,2024-09-10 00:00:00,New
U01816,Egypt,Mobile,2024-08-30 00:00:00,Returning
U01817,UAE,Mobile,2024-10-03 00:00:00,New
U01818,Qatar,Mobile,2024-08-07 00:00:00,New
U01819,KSA,Desktop,2024-08-12 00:00:00,New
U01820,UAE,Mobile,2024-04-10 00:00:00,Returning
U01821,UAE,Desktop,2024-12-07 00:00:00,New
U01822,UAE,Desktop,2024-05-01 00:00:00,New
U01823,KSA,Mobile,2024-08-05 00:00:00,Returning
U01824,Qatar,Desktop,2024-03-15 00:00:00,New
U01825,KSA,Desktop,2024-11-26 00:00:00,New
U01826,KSA,Mobile,2024-08-24 00:00:00,New
U01827,UAE,Mobile,2024-12-04 00:00:00,Returning
U01828,Egypt,Desktop,2024-08-27 00:00:00,New
U01829,Qatar,Mobile,2024-06-13 00:00:00,Returning
U01830,UAE,Mobile,2024-11-29 00:00:00,Returning
U01831,Egypt,Mobile,2024-06-05 00:00:00,New
U01832,KSA,Desktop,2024-07-29 00:00:00,Returning
U01833,KSA,Desktop,2024-10-03 00:00:00,New
U01834,Qatar,Desktop,2024-08-03 00:00:00,New
U01835,Oman,Mobile,2024-08-05 00:00:00,Returning
U01836,KSA,Mobile,2024-08-20 00:00:00,New
U01837,UAE,Mobile,2024-01-12 00:00:00,New
U01838,UAE,Desktop,2024-03-23 00:00:00,New
U01839,Egypt,Mobile,2024-04-22 00:00:00,New
U01840,UAE,Mobile,2024-09-27 00:00:00,New
U01841,UAE,Mobile,2024-07-13 00:00:00,Returning
U01842,UAE,Mobile,2024-05-20 00:00:00,Returning
U01843,UAE,Desktop,2024-05-03 00:00:00,New
U01844,KSA,Desktop,2024-05-20 00:00:00,New
U01845,Egypt,Tablet,2024-07-26 00:00:00,New
U01846,UAE,Mobile,2024-04-24 00:00:00,New
U01847,UAE,Desktop,2024-07-24 00:00:00,New
U01848,UAE,Desktop,2024-10-14 00:00:00,New
U01849,Kuwait,Mobile,2024-12-20 00:00:00,New
U01850,KSA,Tablet,2024-12-08 00:00:00,New
U01851,UAE,Mobile,2024-05-28 00:00:00,Returning
U01852,Oman,Desktop,2024-07-28 00:00:00,New
U01853,Kuwait,Desktop,2024-04-21 00:00:00,Returning
U01854,Oman,Desktop,2024-05-21 00:00:00,Returning
U01855,Egypt,Mobile,2024-01-24 00:00:00,VIP
U01856,UAE,Mobile,2024-02-18 00:00:00,Returning
U01857,Qatar,Mobile,2024-10-14 00:00:00,Returning
U01858,UAE,Mobile,2024-11-26 00:00:00,New
U01859,Oman,Desktop,2024-12-30 00:00:00,New
U01860,Qatar,Desktop,2024-01-11 00:00:00,Returning
U01861,Qatar,Desktop,2024-07-06 00:00:00,Returning
U01862,KSA,Mobile,2024-03-08 00:00:00,New
U01863,UAE,Desktop,2024-03-30 00:00:00,Returning
U01864,KSA,Desktop,2024-04-19 00:00:00,New
U01865,Egypt,Desktop,2024-06-12 00:00:00,New
U01866,Egypt,Mobile,2024-07-24 00:00:00,New
U01867,UAE,Mobile,2024-02-01 00:00:00,Returning
U01868,UAE,Mobile,2024-11-22 00:00:00,Returning
U01869,UAE,Mobile,2024-03-14 00:00:00,Returning
U01870,Qatar,Mobile,2024-09-07 00:00:00,Returning
U01871,Oman,Tablet,2024-12-20 00:00:00,New
